Date,Open,High,Low,Close,Volume,news1,news2,news3
1991-03-20,1.1852,1.1917,1.1759,1.1907,2611,0.6285400000000001,0.5111900000000001,0.47787000000000013
1991-03-21,1.191,1.2073,1.191,1.1976,2601,0.6285400000000001,0.5111900000000001,0.4778700000000001
1991-03-22,1.1978,1.2033,1.1846,1.1873,2691,0.6285400000000001,0.5111900000000001,0.47787000000000013
1991-03-25,1.1831,1.186,1.158,1.1607,3361,0.6285400000000001,0.5111900000000001,0.4778700000000002
1991-03-26,1.1614,1.1637,1.1514,1.1597,2291,0.6285400000000001,0.5111900000000001,0.4778700000000002
1991-03-27,1.1597,1.1668,1.1392,1.1453,4081,0.6285400000000001,0.5111900000000001,0.47787000000000013
1991-03-28,1.1449,1.1498,1.136,1.1477,2481,0.6285400000000001,0.5111900000000001,0.47787
1991-04-01,1.1513,1.1684,1.1512,1.1684,1731,0.6285400000000001,0.5111900000000001,0.4778700000000001
1991-04-02,1.1727,1.1817,1.15,1.172,6271,0.6285400000000001,0.5111900000000001,0.36441000000000007
1991-04-03,1.1719,1.176,1.16,1.1654,2551,0.62854,0.5111900000000001,0.36441000000000007
1991-04-04,1.1655,1.1769,1.1584,1.1724,3011,0.6285400000000001,0.5111900000000001,0.3644100000000001
1991-04-05,1.173,1.1817,1.1593,1.1601,3191,0.6285400000000001,0.5111900000000001,0.36441000000000007
1991-04-08,1.1551,1.1605,1.1521,1.1553,1661,0.6285400000000001,0.5111900000000001,0.36441000000000007
1991-04-09,1.1553,1.1747,1.1533,1.1736,2451,0.62854,0.51119,0.3644100000000001
1991-04-10,1.1739,1.1787,1.1595,1.163,2751,0.62854,0.51119,0.36441000000000007
1991-04-11,1.1632,1.1746,1.1592,1.172,2201,0.6285400000000001,0.51119,0.36441000000000007
1991-04-12,1.1723,1.1728,1.1565,1.1618,2211,0.6285400000000001,0.51119,0.36441000000000007
1991-04-15,1.1617,1.1736,1.1605,1.1705,1741,0.6285400000000001,0.51119,0.36441000000000007
1991-04-16,1.1716,1.1789,1.1698,1.1735,1631,0.6285399999999999,0.51119,0.36441000000000007
1991-04-17,1.1737,1.1769,1.1689,1.1739,1581,0.6285400000000001,0.51119,0.3644100000000001
1991-04-18,1.1732,1.1735,1.1455,1.1472,3001,0.6285400000000001,0.51119,0.36441000000000007
1991-04-19,1.1388,1.1426,1.126,1.1272,2161,0.6285400000000001,0.5111900000000001,0.36441000000000007
1991-04-22,1.1228,1.1253,1.1057,1.1122,2861,0.62854,0.51119,0.36441000000000007
1991-04-23,1.1123,1.1241,1.1073,1.1229,2301,0.6285400000000001,0.51119,0.3644100000000001
1991-04-24,1.1229,1.1287,1.1132,1.1191,2721,0.62854,0.51119,0.36441000000000007
1991-04-25,1.1193,1.1216,1.1095,1.1188,2371,0.62854,0.51119,0.36441000000000007
1991-04-26,1.1184,1.1222,1.114,1.1166,1461,0.62854,0.51119,0.36441000000000007
1991-04-29,1.111,1.1157,1.0972,1.1157,3231,0.62854,0.5111900000000001,0.36441
1991-04-30,1.1152,1.1478,1.1138,1.1461,3711,0.6285400000000001,0.51119,0.36441
1991-05-01,1.1459,1.1568,1.1401,1.1441,3161,0.62854,0.51119,0.36441000000000007
1991-05-02,1.1439,1.1472,1.1312,1.1357,2381,0.59162,0.51119,0.5371900000000001
1991-05-03,1.1351,1.1428,1.1156,1.1186,3791,0.59162,0.51119,0.5371900000000001
1991-05-06,1.1229,1.1325,1.1192,1.1289,2061,0.59162,0.51119,0.53719
1991-05-07,1.1289,1.1401,1.1276,1.1393,1461,0.59162,0.51119,0.5371900000000001
1991-05-08,1.1396,1.1396,1.1275,1.1299,1451,0.5916200000000001,0.51119,0.53719
1991-05-09,1.13,1.132,1.1194,1.1314,2381,0.59162,0.51119,0.5371900000000001
1991-05-10,1.1315,1.1362,1.1267,1.1345,1601,0.59162,0.51119,0.53719
1991-05-13,1.1338,1.1455,1.1328,1.1416,1761,0.5916200000000001,0.51119,0.53719
1991-05-14,1.1418,1.1541,1.1351,1.1533,2651,0.59162,0.51119,0.5371900000000001
1991-05-15,1.1531,1.1621,1.15,1.1604,1691,0.59162,0.5550600000000001,0.5371900000000001
1991-05-16,1.1606,1.1614,1.1516,1.154,1301,0.59162,0.5550600000000001,0.5371900000000001
1991-05-17,1.1538,1.154,1.1229,1.1248,3321,0.5916200000000001,0.5550600000000001,0.5371900000000001
1991-05-20,1.1171,1.134,1.111,1.1294,3371,0.5916200000000001,0.55506,0.5371900000000001
1991-05-21,1.1291,1.1446,1.1283,1.1416,2011,0.59162,0.5550600000000001,0.5371900000000001
1991-05-22,1.1421,1.143,1.1339,1.135,1111,0.59162,0.5550600000000001,0.5371900000000001
1991-05-23,1.1348,1.1435,1.1303,1.1413,1991,0.5916200000000001,0.55506,0.5371900000000001
1991-05-24,1.1414,1.1483,1.14,1.1482,981,0.59162,0.5550600000000001,0.53719
1991-05-27,1.1477,1.1532,1.1443,1.151,1451,0.59162,0.5550600000000001,0.53719
1991-05-28,1.1467,1.1559,1.1419,1.1544,2031,0.59162,0.55506,0.5371900000000001
1991-05-29,1.154,1.1567,1.1382,1.1409,2391,0.59162,0.55506,0.53719
1991-05-30,1.1409,1.1462,1.1356,1.138,1831,0.59162,0.55506,0.5371900000000001
1991-05-31,1.1383,1.1397,1.1216,1.1225,2041,0.59162,0.5550600000000001,0.53719
1991-06-03,1.1223,1.1256,1.1131,1.1184,2111,0.59162,0.5550600000000001,0.5371900000000001
1991-06-04,1.1188,1.1251,1.115,1.1218,1721,0.59162,0.5550600000000001,0.5235400000000001
1991-06-05,1.1216,1.1245,1.114,1.119,1841,0.59162,0.55506,0.52354
1991-06-06,1.1188,1.1191,1.1143,1.1162,701,0.59162,0.5550600000000001,0.5235400000000001
1991-06-07,1.1163,1.1163,1.1023,1.1036,1531,0.5916200000000001,0.5550600000000001,0.5235400000000001
1991-06-10,1.1036,1.1071,1.1003,1.1064,1081,0.59162,0.55506,0.5235400000000001
1991-06-11,1.1062,1.1089,1.1018,1.1029,1091,0.59162,0.5550599999999999,0.52354
1991-06-12,1.103,1.1043,1.0902,1.0919,1711,0.59162,0.5550600000000001,0.52354
1991-06-13,1.092,1.0934,1.0815,1.0886,2041,0.59162,0.5550600000000001,0.52354
1991-06-14,1.0885,1.0956,1.0847,1.0901,2021,0.59162,0.55506,0.52354
1991-06-17,1.0899,1.0915,1.0859,1.0902,1091,0.59162,0.5550600000000001,0.5235400000000001
1991-06-18,1.0902,1.0907,1.0757,1.076,1581,0.59162,0.5550600000000001,0.52354
1991-06-19,1.0764,1.0944,1.0732,1.0921,2671,0.59162,0.55506,0.52354
1991-06-20,1.0928,1.1012,1.0881,1.0906,2401,0.59162,0.5550600000000001,0.5235400000000001
1991-06-21,1.0906,1.0913,1.0836,1.0855,1031,0.59162,0.5550600000000001,0.5235400000000001
1991-06-24,1.0794,1.0985,1.0757,1.0974,2761,0.59162,0.5550600000000001,0.5235400000000001
1991-06-25,1.0974,1.0997,1.086,1.0901,2011,0.59162,0.5550600000000001,0.5235400000000001
1991-06-26,1.0897,1.0981,1.0873,1.0937,1761,0.5916200000000001,0.5550600000000001,0.5235400000000001
1991-06-27,1.0938,1.0953,1.085,1.0897,1651,0.59162,0.5550600000000001,0.5235400000000001
1991-06-28,1.0897,1.0902,1.0766,1.0796,1711,0.59162,0.5550600000000001,0.52354
1991-07-01,1.0812,1.0817,1.0691,1.0692,1321,0.59162,0.5550600000000001,0.52354
1991-07-02,1.0692,1.0727,1.0635,1.0655,1471,0.59162,0.55506,0.34652000000000005
1991-07-03,1.0656,1.0745,1.0652,1.0693,1491,0.59162,0.5550600000000001,0.34652000000000005
1991-07-04,1.0688,1.0706,1.0651,1.0657,791,0.59162,0.5550600000000001,0.34652000000000005
1991-07-05,1.0661,1.0716,1.0612,1.0711,1581,0.5916200000000001,0.5550600000000001,0.34652000000000005
1991-07-08,1.0718,1.0831,1.0712,1.0814,1421,0.5916200000000001,0.5550600000000001,0.34652000000000005
1991-07-09,1.0813,1.0816,1.0751,1.0766,831,0.5916200000000001,0.5550600000000001,0.34652000000000005
1991-07-10,1.0769,1.0806,1.0728,1.0776,1491,0.59162,0.5550600000000001,0.3465200000000001
1991-07-11,1.0772,1.0811,1.0651,1.0663,2111,0.59162,0.5550600000000001,0.34652000000000005
1991-07-12,1.0663,1.0953,1.0636,1.0932,3651,0.59162,0.5550600000000002,0.34652000000000005
1991-07-15,1.0947,1.0951,1.088,1.0914,1091,0.59162,0.5550600000000001,0.34652000000000005
1991-07-16,1.0915,1.0926,1.0853,1.0858,891,0.5916200000000001,0.34467000000000003,0.34652000000000005
1991-07-17,1.0859,1.0945,1.0854,1.0918,1231,0.59162,0.3446700000000001,0.3465200000000001
1991-07-18,1.0925,1.1069,1.0914,1.103,2051,0.5916200000000001,0.3446700000000001,0.34652
1991-07-19,1.1034,1.1198,1.1013,1.1198,2061,0.59162,0.3446700000000001,0.3465200000000001
1991-07-22,1.1179,1.1224,1.1084,1.1088,1891,0.59162,0.3446700000000001,0.3465200000000001
1991-07-23,1.1085,1.1147,1.1032,1.1125,1901,0.59162,0.34467000000000003,0.3465200000000001
1991-07-24,1.1129,1.1299,1.1129,1.1261,2081,0.59162,0.3446700000000001,0.3465200000000001
1991-07-25,1.1263,1.1266,1.108,1.112,2291,0.5916200000000001,0.34467000000000003,0.34652000000000005
1991-07-26,1.1118,1.129,1.1092,1.121,3041,0.59162,0.34467000000000003,0.34652000000000005
1991-07-29,1.1182,1.1213,1.1142,1.1198,1261,0.5916200000000001,0.34467000000000003,0.34652000000000005
1991-07-30,1.1199,1.1244,1.1144,1.1155,1561,0.5916200000000001,0.34467000000000003,0.34651999999999994
1991-07-31,1.1153,1.1234,1.1139,1.1223,1201,0.7048400000000001,0.34467000000000003,0.34652
1991-08-01,1.1224,1.1228,1.1109,1.1144,1581,0.7048400000000001,0.3446700000000001,0.34652
1991-08-02,1.1145,1.1285,1.1061,1.1232,3611,0.7048400000000002,0.3446700000000001,0.4948200000000001
1991-08-05,1.1249,1.1394,1.1247,1.1388,1551,0.7048400000000002,0.3446700000000001,0.4948200000000001
1991-08-06,1.139,1.1458,1.1385,1.1439,971,0.7048400000000001,0.3446700000000001,0.49482000000000004
1991-08-07,1.1439,1.1446,1.137,1.1439,1521,0.7048400000000001,0.3446700000000001,0.4948200000000001
1991-08-08,1.1441,1.1508,1.1346,1.1387,2701,0.7048400000000001,0.34467000000000003,0.49482000000000004
1991-08-09,1.1387,1.1427,1.1294,1.1316,1951,0.7048400000000001,0.34467000000000003,0.49482
1991-08-12,1.1333,1.1352,1.1277,1.1347,1361,0.70484,0.3446700000000001,0.4948200000000001
1991-08-13,1.1345,1.1369,1.1277,1.1287,1261,0.70484,0.3446700000000001,0.4948200000000001
1991-08-14,1.1288,1.1302,1.123,1.1256,1121,0.7048400000000001,0.5577400000000001,0.49482000000000015
1991-08-15,1.1255,1.1338,1.1163,1.1179,2741,0.7048400000000002,0.55774,0.4948200000000001
1991-08-16,1.1178,1.1202,1.1079,1.1083,1511,0.7048400000000001,0.55774,0.4948200000000001
1991-08-19,1.1107,1.1124,1.0663,1.0723,5381,0.7048400000000001,0.5577400000000001,0.4948200000000001
1991-08-20,1.0725,1.0958,1.0704,1.088,3531,0.7048400000000001,0.55774,0.49482
1991-08-21,1.0879,1.1266,1.0808,1.1243,5521,0.7048400000000001,0.55774,0.4948200000000001
1991-08-22,1.1239,1.1333,1.1174,1.1276,2811,0.70484,0.5577400000000001,0.4948200000000001
1991-08-23,1.1268,1.1303,1.1153,1.1191,2231,0.7048400000000001,0.55774,0.49482000000000004
1991-08-26,1.1191,1.1209,1.1156,1.1196,1011,0.7048400000000001,0.55774,0.49482
1991-08-27,1.1193,1.1218,1.1159,1.1164,891,0.7048400000000001,0.5577400000000001,0.4948200000000001
1991-08-28,1.1164,1.1272,1.1106,1.1252,2441,0.7048400000000002,0.55774,0.4948200000000001
1991-08-29,1.1251,1.1309,1.1193,1.122,2011,0.7048400000000001,0.55774,0.49482000000000004
1991-08-30,1.1218,1.1262,1.1156,1.1182,1761,0.7048400000000001,0.5577400000000001,0.4948200000000001
1991-09-02,1.1199,1.1216,1.1186,1.1201,581,0.70484,0.5577400000000001,0.49482
1991-09-03,1.1211,1.1274,1.1205,1.1251,981,0.7048400000000001,0.5577400000000001,0.45998
1991-09-04,1.1283,1.1283,1.1244,1.1253,481,0.70484,0.5577400000000001,0.45998000000000006
1991-09-05,1.125,1.1265,1.1232,1.125,661,0.7048400000000001,0.5577400000000001,0.45998000000000006
1991-09-06,1.1251,1.1413,1.1233,1.1406,2051,0.7048400000000001,0.5577400000000001,0.45998
1991-09-09,1.1418,1.1573,1.1408,1.1549,1991,0.7048400000000001,0.55774,0.45998000000000006
1991-09-10,1.154,1.1602,1.1515,1.1551,1631,0.7048400000000001,0.5577400000000001,0.4599800000000001
1991-09-11,1.1539,1.1598,1.1495,1.1595,1501,0.7048400000000001,0.5577400000000001,0.4599800000000001
1991-09-12,1.1594,1.1662,1.1564,1.1583,1851,0.7048400000000001,0.5577400000000002,0.45998000000000006
1991-09-13,1.1579,1.1649,1.1527,1.1589,2341,0.7048400000000001,0.5577400000000001,0.4599800000000001
1991-09-16,1.1587,1.1707,1.1566,1.1684,1851,0.7048400000000001,0.6991900000000001,0.4599800000000001
1991-09-17,1.1682,1.1737,1.1666,1.167,1301,0.7048400000000001,0.6991900000000001,0.4599800000000001
1991-09-18,1.1679,1.1695,1.1546,1.1592,2111,0.7048400000000001,0.6991900000000001,0.45998000000000006
1991-09-19,1.1591,1.1625,1.156,1.1586,1251,0.7048400000000001,0.6991900000000002,0.4599800000000001
1991-09-20,1.1584,1.1618,1.1515,1.1605,1851,0.7048400000000001,0.6991900000000001,0.4599800000000001
1991-09-23,1.1626,1.1722,1.1621,1.1688,1401,0.7048400000000001,0.6991900000000002,0.45998
1991-09-24,1.1688,1.1762,1.1581,1.1591,2651,0.7048400000000002,0.6991900000000002,0.4599800000000001
1991-09-25,1.1596,1.1667,1.1578,1.1639,1351,0.7048400000000002,0.6991900000000001,0.45998
1991-09-26,1.1638,1.168,1.1586,1.1604,1541,0.7048400000000001,0.6991900000000001,0.4599800000000001
1991-09-27,1.1602,1.1724,1.156,1.1724,2061,0.7048400000000001,0.6991900000000002,0.4599800000000001
1991-09-30,1.1736,1.1796,1.1702,1.1709,1611,0.7048400000000002,0.6991900000000002,0.4599800000000001
1991-10-01,1.171,1.1747,1.1704,1.1725,711,0.7048400000000001,0.6991900000000001,0.4599800000000001
1991-10-02,1.1722,1.1782,1.1722,1.1738,1041,0.7048400000000001,0.6991900000000001,0.42608000000000007
1991-10-03,1.1734,1.1793,1.1723,1.1759,1151,0.7048400000000002,0.6991900000000001,0.4260800000000001
1991-10-04,1.176,1.1779,1.1605,1.1658,2461,0.7048400000000002,0.6991900000000002,0.4260800000000001
1991-10-07,1.1685,1.1688,1.1621,1.164,891,0.7048400000000001,0.6991900000000001,0.42608000000000007
1991-10-08,1.1641,1.1659,1.1463,1.147,2211,0.70484,0.6991900000000002,0.42608000000000007
1991-10-09,1.1474,1.1598,1.1401,1.1565,3031,0.7048400000000001,0.6991900000000001,0.42608000000000007
1991-10-10,1.1565,1.1622,1.151,1.1539,1981,0.70484,0.6991900000000002,0.4260800000000001
1991-10-11,1.1534,1.1591,1.1483,1.1586,1641,0.7048400000000001,0.69919,0.4260800000000001
1991-10-14,1.1551,1.158,1.1496,1.1505,1221,0.7048400000000002,0.6991900000000001,0.4260800000000001
1991-10-15,1.1501,1.1503,1.1412,1.1421,1021,0.7048400000000001,0.44763000000000003,0.4260800000000001
1991-10-16,1.1417,1.1508,1.1416,1.1469,1321,0.7048400000000002,0.44763000000000003,0.42608000000000007
1991-10-17,1.1467,1.1545,1.146,1.1538,991,0.7048400000000001,0.4476300000000001,0.42608000000000007
1991-10-18,1.1537,1.1599,1.1526,1.1591,921,0.7048400000000001,0.44763000000000003,0.42608000000000007
1991-10-21,1.1593,1.1615,1.1548,1.1559,1001,0.70484,0.44763000000000003,0.42608000000000007
1991-10-22,1.1562,1.1566,1.1503,1.1508,721,0.7048400000000001,0.4476300000000001,0.4260800000000001
1991-10-23,1.151,1.1513,1.1422,1.1428,1001,0.7048400000000001,0.44763000000000014,0.42608000000000007
1991-10-24,1.143,1.1536,1.1423,1.1511,1451,0.7048400000000002,0.4476300000000001,0.42608000000000007
1991-10-25,1.1507,1.1549,1.1489,1.1505,1181,0.7048400000000001,0.44763000000000003,0.42608000000000007
1991-10-28,1.1482,1.149,1.1356,1.1387,1731,0.7048400000000001,0.4476300000000001,0.4260800000000001
1991-10-29,1.1377,1.1633,1.1376,1.1598,2931,0.7048400000000001,0.4476300000000001,0.42608000000000007
1991-10-30,1.1589,1.1722,1.1579,1.1694,1811,0.6881600000000001,0.44763000000000003,0.42608000000000007
1991-10-31,1.1697,1.174,1.1661,1.1724,1311,0.6881600000000001,0.44763000000000003,0.4260800000000001
1991-11-01,1.172,1.1913,1.1701,1.1897,2471,0.6881600000000001,0.4476300000000001,0.4260800000000001
1991-11-04,1.1919,1.2009,1.1872,1.1923,2701,0.6881600000000001,0.44763000000000003,0.4670400000000001
1991-11-05,1.191,1.1962,1.1883,1.1936,1321,0.6881600000000001,0.44763000000000003,0.46704
1991-11-06,1.1902,1.1989,1.1886,1.1969,1391,0.6881600000000002,0.4476300000000001,0.46704000000000007
1991-11-07,1.1969,1.2025,1.1886,1.1899,2081,0.68816,0.4476300000000001,0.46704000000000007
1991-11-08,1.1897,1.1931,1.1849,1.1884,1511,0.6881600000000002,0.4476300000000001,0.4670400000000001
1991-11-11,1.1845,1.1931,1.1842,1.1931,921,0.68816,0.4476300000000001,0.4670400000000002
1991-11-12,1.1926,1.1984,1.192,1.1932,1221,0.6881600000000002,0.4476300000000001,0.46704
1991-11-13,1.194,1.1997,1.1904,1.1991,1351,0.6881600000000001,0.4476300000000001,0.46704000000000007
1991-11-14,1.1983,1.2026,1.197,1.2005,901,0.6881600000000001,0.5792300000000001,0.46704
1991-11-15,1.2002,1.2085,1.1936,1.2083,2171,0.6881600000000001,0.5792300000000001,0.46704000000000007
1991-11-18,1.217,1.2225,1.213,1.2138,1581,0.6881600000000001,0.57923,0.4670400000000001
1991-11-19,1.2134,1.2293,1.213,1.2235,2251,0.6881600000000002,0.57923,0.46704000000000007
1991-11-20,1.2235,1.2255,1.2176,1.2233,1561,0.6881600000000001,0.5792300000000001,0.4670400000000002
1991-11-21,1.2224,1.228,1.2175,1.2198,1841,0.6881600000000001,0.5792300000000001,0.46704000000000007
1991-11-22,1.2196,1.2388,1.2196,1.2345,2351,0.6881600000000002,0.5792300000000001,0.46704
1991-11-25,1.2335,1.2389,1.2304,1.231,1451,0.6881600000000001,0.5792300000000001,0.46704000000000007
1991-11-26,1.2306,1.239,1.2037,1.2147,5471,0.6881600000000001,0.5792300000000001,0.46704000000000007
1991-11-27,1.2154,1.2212,1.2093,1.2113,1971,0.6881600000000002,0.5792300000000001,0.46704000000000007
1991-11-28,1.2104,1.2139,1.2073,1.2093,1211,0.6881600000000001,0.57923,0.46704000000000007
1991-11-29,1.2084,1.2084,1.1949,1.2034,2201,0.6881600000000001,0.5792299999999999,0.46704000000000007
1991-12-02,1.21,1.2193,1.209,1.2133,1731,0.6881600000000001,0.5792300000000001,0.46704000000000007
1991-12-03,1.2134,1.2177,1.2099,1.216,1301,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-04,1.216,1.2251,1.2095,1.225,2221,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-05,1.225,1.2343,1.2242,1.234,1121,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-09,1.2444,1.2478,1.239,1.2456,1641,0.6881600000000001,0.57923,0.5160100000000001
1991-12-10,1.2453,1.252,1.2338,1.2387,2981,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-11,1.2391,1.2413,1.2256,1.2399,3061,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-12,1.2396,1.2437,1.2345,1.237,1581,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-13,1.2374,1.2427,1.2296,1.2306,1941,0.6881600000000001,0.5792300000000001,0.5160100000000001
1991-12-16,1.2316,1.2426,1.2315,1.2423,1151,0.6881600000000001,0.5792299999999999,0.5160100000000001
1991-12-17,1.2422,1.2481,1.2388,1.2461,1471,0.6881600000000001,0.6580100000000001,0.51601
1991-12-18,1.246,1.2484,1.2419,1.2445,1151,0.6881600000000001,0.6580100000000001,0.5160100000000001
1991-12-19,1.2446,1.2573,1.2405,1.2557,2251,0.6881600000000001,0.65801,0.51601
1991-12-20,1.2559,1.2769,1.2546,1.2748,2571,0.6881600000000001,0.6580100000000001,0.5160100000000001
1991-12-23,1.2762,1.2987,1.2762,1.2878,3341,0.6881600000000002,0.65801,0.5160100000000001
1991-12-24,1.2907,1.2921,1.283,1.2836,1111,0.68816,0.65801,0.51601
1991-12-26,1.2961,1.2998,1.2948,1.2994,671,0.6881600000000001,0.6580099999999999,0.5160100000000001
1991-12-27,1.2969,1.3015,1.2865,1.2872,2031,0.6881600000000002,0.65801,0.51601
1991-12-30,1.2798,1.2914,1.2798,1.2841,1891,0.6881600000000002,0.65801,0.5160100000000001
1991-12-31,1.284,1.2907,1.284,1.287,1041,0.6881600000000002,0.65801,0.5160100000000001
1992-01-02,1.2841,1.2932,1.2735,1.2774,3271,0.6881600000000002,0.65801,0.51601
1992-01-03,1.2771,1.28,1.263,1.2673,2421,0.6881600000000001,0.65801,0.4279700000000001
1992-01-06,1.2678,1.2911,1.2676,1.2889,2591,0.6881600000000001,0.6580100000000001,0.42797000000000013
1992-01-07,1.2888,1.2995,1.2846,1.2973,2131,0.6881600000000002,0.65801,0.42797000000000013
1992-01-08,1.2975,1.3006,1.2874,1.2946,2351,0.6881600000000002,0.65801,0.4279700000000002
1992-01-09,1.2952,1.2973,1.2441,1.2528,6401,0.6881600000000001,0.6580100000000001,0.42797000000000013
1992-01-10,1.2534,1.2603,1.2317,1.2319,3571,0.6881600000000002,0.6580100000000001,0.42797000000000013
1992-01-13,1.24,1.2459,1.2363,1.241,1821,0.6881600000000001,0.6580099999999999,0.4279700000000001
1992-01-14,1.2407,1.2495,1.2241,1.2291,3921,0.6881600000000001,0.43062000000000006,0.42797000000000013
1992-01-15,1.2286,1.2315,1.1966,1.2072,4841,0.68816,0.43062000000000006,0.4279700000000001
1992-01-16,1.2064,1.2161,1.2024,1.2105,2331,0.6881600000000002,0.43062000000000006,0.42797000000000013
1992-01-17,1.2113,1.2307,1.1968,1.2292,4991,0.6881600000000002,0.4306200000000001,0.42797000000000013
1992-01-20,1.2382,1.2387,1.2232,1.2263,1911,0.6881600000000002,0.43062000000000006,0.42797
1992-01-21,1.2334,1.2379,1.2269,1.2303,1891,0.68816,0.43062000000000017,0.42797000000000013
1992-01-22,1.2316,1.236,1.225,1.2292,1961,0.6881600000000002,0.43062000000000006,0.42797000000000013
1992-01-23,1.2288,1.2312,1.2115,1.2155,2611,0.6881600000000001,0.4306200000000001,0.4279700000000001
1992-01-24,1.2154,1.2396,1.2119,1.2311,3971,0.68816,0.43062000000000006,0.42797000000000013
1992-01-27,1.2238,1.2238,1.2098,1.2114,1561,0.6881600000000001,0.43062000000000006,0.42797000000000013
1992-01-28,1.2113,1.2265,1.2113,1.2227,1901,0.68816,0.43062000000000006,0.42797000000000013
1992-01-29,1.2225,1.2357,1.2184,1.2192,3131,0.68816,0.43062000000000006,0.42797000000000013
1992-01-30,1.2192,1.2259,1.2057,1.2092,3041,0.64171,0.4306200000000001,0.42797000000000013
1992-01-31,1.2093,1.2227,1.206,1.2126,3011,0.6417100000000001,0.4306200000000001,0.42797000000000013
1992-02-03,1.2161,1.225,1.2155,1.2223,1281,0.6417100000000001,0.4306200000000001,0.42797000000000013
1992-02-04,1.2226,1.2332,1.2212,1.2287,1791,0.6417100000000001,0.43062000000000017,0.48635
1992-02-05,1.2286,1.2392,1.2275,1.2383,1371,0.64171,0.4306200000000001,0.48635
